TestSponsor,SystemName,AutoParallel,EnabledCores,EnabledChips,Cores/Chips,Threads/Core,Base,Peak
Huawei,Huawei CH221,Yes,8,2,4,1,39.0&nbsp;,41.6&nbsp;
Huawei,Huawei CH222,Yes,8,2,4,1,39.0&nbsp;,41.6&nbsp;
Huawei,Huawei BH622 V2 (Intel Xeon E5-2603),Yes,8,2,4,1,38.0&nbsp;,39.7&nbsp;
Huawei,Huawei XH320,Yes,8,2,4,1,41.2&nbsp;,42.4&nbsp;
Huawei,Huawei BH640 V2,Yes,16,4,4,1,42.5&nbsp;,45.0&nbsp;
Huawei,Huawei CH121,Yes,20,2,10,1,72.1&nbsp;,77.5&nbsp;
Huawei,Huawei RH5885H v3 (Intel Xeon E7-4890 v2),Yes,60,4,15,1,98.4&nbsp;,102&nbsp;&nbsp;&nbsp;
Huawei,Huawei RH5885H v3 (Intel Xeon E7-4809 v2),Yes,24,4,6,1,NC&nbsp;&nbsp;,NC&nbsp;&nbsp;
Huawei,Huawei RH2288H v2,Yes,20,2,10,1,89.6&nbsp;,93.6&nbsp;
Huawei,Huawei RH1288 v2,Yes,8,2,4,1,47.2&nbsp;,48.3&nbsp;
Huawei,Huawei RH5885H v3 (Intel Xeon E7-4870 v2),Yes,60,4,15,1,84.8&nbsp;,88.6&nbsp;
Huawei,Huawei CH242 v3,Yes,40,4,10,1,NC&nbsp;&nbsp;,NC&nbsp;&nbsp;
Huawei,Huawei CH121,Yes,12,2,6,1,82.8&nbsp;,85.7&nbsp;
Huawei,Huawei RH2285H v2 (Intel Xeon E5-2470 v2),Yes,20,2,10,1,82.2&nbsp;,85.7&nbsp;
Huawei,Huawei CH121,Yes,16,2,8,1,94.1&nbsp;,98.3&nbsp;
Huawei,Huawei CH242 v3,Yes,60,4,15,1,92.0&nbsp;,96.2&nbsp;
Huawei,Huawei CH242 v3,Yes,24,4,6,1,NC&nbsp;&nbsp;,NC&nbsp;&nbsp;
Huawei,Huawei CH242 v3,Yes,32,4,8,1,NC&nbsp;&nbsp;,NC&nbsp;&nbsp;
Huawei,Huawei CH242 v3,Yes,40,4,10,1,NC&nbsp;&nbsp;,NC&nbsp;&nbsp;
Huawei,Huawei CH242 v3,Yes,60,4,15,1,88.1&nbsp;,91.8&nbsp;
Huawei,Huawei RH5885H v3 (Intel Xeon E7-4850 v2),Yes,48,4,12,1,NC&nbsp;&nbsp;,NC&nbsp;&nbsp;
Huawei,Huawei RH5885H v3 (Intel Xeon E7-4820 v2),Yes,32,4,8,1,NC&nbsp;&nbsp;,NC&nbsp;&nbsp;
Huawei,Huawei CH242 v3,Yes,48,4,12,1,NC&nbsp;&nbsp;,NC&nbsp;&nbsp;
Huawei,Huawei RH5885H v3 (Intel Xeon E7-4880 v2),Yes,60,4,15,1,92.7&nbsp;,96.6&nbsp;
Huawei,Huawei RH5885H v3 (Intel Xeon E7-4860 v2),Yes,48,4,12,1,96.3&nbsp;,100&nbsp;&nbsp;&nbsp;
Huawei,Huawei XH621 v2,Yes,8,2,4,1,47.4&nbsp;,48.5&nbsp;
Huawei,Huawei RH5885H v3 (Intel Xeon E7-4830 v2),Yes,40,4,10,1,NC&nbsp;&nbsp;,NC&nbsp;&nbsp;
Huawei,Huawei CH242 v3,Yes,48,4,12,1,96.3&nbsp;,101&nbsp;&nbsp;&nbsp;
Huawei,Huawei RH2288H V2 (Intel Xeon E5-2680 V2),Yes,20,2,10,1,99.7&nbsp;,104&nbsp;&nbsp;&nbsp;
Huawei,Huawei CH220,Yes,20,2,10,1,89.6&nbsp;,93.6&nbsp;
Huawei,Huawei RH2288H V2 (Intel Xeon E5-2660 V2),Yes,20,2,10,1,88.6&nbsp;,92.5&nbsp;
Huawei,Huawei RH2288 V2 (Intel Xeon E5-2630 V2),Yes,12,2,6,1,82.5&nbsp;,85.3&nbsp;
Huawei,Huawei RH2288 V2 (Intel Xeon E5-2660 V2),Yes,20,2,10,1,88.6&nbsp;,92.5&nbsp;
Huawei,Huawei RH2288 V2 (Intel Xeon E5-2680 V2),Yes,20,2,10,1,99.7&nbsp;,104&nbsp;&nbsp;&nbsp;
Huawei,Huawei RH1288 V2 (Intel Xeon E5-2630 V2),Yes,12,2,6,1,82.5&nbsp;,85.3&nbsp;
Huawei,Huawei RH1288 V2 (Intel Xeon E5-2660 V2),Yes,20,2,10,1,88.6&nbsp;,92.5&nbsp;
Huawei,Huawei RH1288 V2 (Intel Xeon E5-2680 V2),Yes,20,2,10,1,99.7&nbsp;,104&nbsp;&nbsp;&nbsp;
Huawei,Huawei RH1288 v2,Yes,16,2,8,1,77.6&nbsp;,83.4&nbsp;
Huawei,Huawei RH2288 v2,Yes,16,2,8,1,77.6&nbsp;,83.4&nbsp;
Huawei,Huawei RH2288H V2 (Intel Xeon E5-2630 V2),Yes,12,2,6,1,82.5&nbsp;,85.3&nbsp;
Huawei,Huawei CH140,Yes,24,2,12,1,95.6&nbsp;,100&nbsp;&nbsp;&nbsp;
Huawei,Huawei RH2285H v2 (Intel Xeon E5-2407 v2),Yes,8,2,4,1,60.5&nbsp;,61.9&nbsp;
Huawei,Huawei CH140,Yes,20,2,10,1,99.9&nbsp;,105&nbsp;&nbsp;&nbsp;
Huawei,Huawei E9000 CH140,Yes,20,2,10,1,67.1&nbsp;,70.0&nbsp;
Huawei,Huawei RH1288 v2,Yes,8,2,4,1,65.7&nbsp;,67.4&nbsp;
Huawei,Huawei RH2288H v2,Yes,8,2,4,1,65.7&nbsp;,67.4&nbsp;
Huawei,Huawei RH2288 v2,Yes,8,2,4,1,65.7&nbsp;,67.4&nbsp;
Huawei,Huawei CH140 (Intel Xeon E5-2603 v2),Yes,8,2,4,1,50.4&nbsp;,51.7&nbsp;
Huawei,Huawei CH140 (Intel Xeon E5-2637 v2),Yes,8,2,4,1,89.6&nbsp;,91.9&nbsp;
Huawei,Huawei CH140 (Intel Xeon E5-2650 v2),Yes,16,2,8,1,80.2&nbsp;,82.6&nbsp;
Huawei,Huawei CH140 (Intel Xeon E5-2660 v2),Yes,20,2,10,1,73.6&nbsp;,75.9&nbsp;
Huawei,Huawei CH121,Yes,16,2,8,1,73.6&nbsp;,76.2&nbsp;
Huawei,Huawei CH240 (Intel Xeon E5-4620 v2),Yes,32,4,8,1,62.6&nbsp;,67.0&nbsp;
Huawei,Huawei RH2285H v2 (Intel Xeon E5-2440 v2),Yes,16,2,8,1,66.6&nbsp;,69.0&nbsp;
Huawei,Huawei RH2285H v2 (Intel Xeon E5-2430 v2),Yes,12,2,6,1,75.3&nbsp;,77.9&nbsp;
Huawei,Huawei RH2285H V2 (Intel Xeon E5-2430),Yes,12,2,6,1,64.6&nbsp;,67.1&nbsp;
Huawei,CH121 (Intel Xeon E5-2670 V2),Yes,20,2,10,1,95.5&nbsp;,99.5&nbsp;
Huawei,Huawei RH2285H v2 (Intel Xeon E5-2420 v2),Yes,12,2,6,1,70.1&nbsp;,72.5&nbsp;
Huawei,Huawei RH1288 v2 (Intel Xeon E5-2620 v2),Yes,12,2,6,1,72.5&nbsp;,75.2&nbsp;
Huawei,Huawei RH2288 v2 (Intel Xeon E5-2620 v2),Yes,12,2,6,1,72.5&nbsp;,75.2&nbsp;
Huawei,Huawei RH2288H v2 (Intel Xeon E5-2620 v2),Yes,12,2,6,1,72.5&nbsp;,75.2&nbsp;
Huawei,Huawei RH2285H V2 (Intel Xeon E5-2403),Yes,8,2,4,1,44.6&nbsp;,46.0&nbsp;
Huawei,Huawei RH2285H V2 (Intel Xeon E5-2430L),Yes,12,2,6,1,60.5&nbsp;,63.1&nbsp;
Huawei,Huawei RH2285H V2 (Intel Xeon E5-2450L),Yes,16,2,8,1,59.2&nbsp;,62.1&nbsp;
Huawei,Huawei CH121 (Intel Xeon E5-2637 v2),Yes,8,2,4,1,93.5&nbsp;,96.6&nbsp;
Huawei,Huawei RH2288H V2 (Intel Xeon E5-2650 v2),Yes,16,2,8,1,93.6&nbsp;,97.6&nbsp;
Huawei,Huawei CH140 (Intel Xeon E5-2667 v2),Yes,16,2,8,1,104&nbsp;&nbsp;&nbsp;,108&nbsp;&nbsp;&nbsp;
Huawei,Huawei XH621 V2 (Intel Xeon E5-2650 v2),Yes,16,2,8,1,94.0&nbsp;,98.0&nbsp;
Huawei,Huawei CH240 (Intel Xeon E5-4610 v2),Yes,32,4,8,1,76.6&nbsp;,79.5&nbsp;
Huawei,Huawei CH240 (Intel Xeon E5-4607 v2),Yes,24,4,6,1,75.3&nbsp;,77.2&nbsp;
Huawei,Huawei RH2285H V2 (Intel Xeon E5-2450L v2),Yes,20,2,10,1,62.4&nbsp;,64.8&nbsp;
Huawei,Huawei CH240 (Intel Xeon E5-4603 v2),Yes,16,4,4,1,63.8&nbsp;,65.7&nbsp;
Huawei,Huawei RH2288H v2 (Intel Xeon E5-2603 v2),Yes,8,2,4,1,50.4&nbsp;,51.7&nbsp;
Huawei,Huawei RH2288H v2 (Intel Xeon E5-2620),Yes,12,2,6,1,65.9&nbsp;,68.0&nbsp;
Huawei,Huawei RH2288H v2 (Intel Xeon E5-2643 v2),Yes,12,2,6,1,101&nbsp;&nbsp;&nbsp;,105&nbsp;&nbsp;&nbsp;
Huawei,Huawei RH2288E V2 (Intel Xeon E5-2658 v2),Yes,20,2,10,1,89.2&nbsp;,93.2&nbsp;
Huawei,Huawei RH2288H v2 (Intel Xeon E5-2670 v2),Yes,20,2,10,1,95.0&nbsp;,99.0&nbsp;
Huawei,Huawei CH140 (Intel Xeon E5-2695 v2),Yes,24,2,12,1,90.5&nbsp;,94.6&nbsp;
Huawei,Huawei CH140 (Intel Xeon E5-2620 v2),Yes,12,2,6,1,71.2&nbsp;,73.7&nbsp;
Huawei,Huawei CH220 (Intel Xeon E5-2620),Yes,12,2,6,1,64.9&nbsp;,67.0&nbsp;
Huawei,Huawei CH221 (Intel Xeon E5-2658 v2),Yes,20,2,10,1,88.4&nbsp;,92.2&nbsp;
Huawei,Huawei CH222 (Intel Xeon E5-2658 v2),Yes,20,2,10,1,89.3&nbsp;,93.2&nbsp;
Huawei,Huawei BH622 V2 (Intel Xeon E5-2658 v2),Yes,20,2,10,1,89.3&nbsp;,93.2&nbsp;
Huawei,Huawei RH2288H v2 (Intel Xeon E5-2690 v2),Yes,20,2,10,1,102&nbsp;&nbsp;&nbsp;,106&nbsp;&nbsp;&nbsp;
Huawei,Huawei CH221 (Intel Xeon E5-2620),Yes,12,2,6,1,64.8&nbsp;,67.0&nbsp;
Huawei,Huawei CH140 (Intel Xeon E5-2680),Yes,16,2,8,1,88.3&nbsp;,91.8&nbsp;
Huawei,Huawei CH140 (Intel Xeon E5-2658 v2),Yes,20,2,10,1,87.3&nbsp;,91.0&nbsp;
Huawei,Huawei CH222 (Intel Xeon E5-2620),Yes,12,2,6,1,64.6&nbsp;,66.8&nbsp;
Huawei,Huawei CH140 (Intel Xeon E5-2609),Yes,8,2,4,1,59.5&nbsp;,60.9&nbsp;
Huawei,Huawei CH140 (Intel Xeon E5-2670),Yes,16,2,8,1,85.5&nbsp;,88.6&nbsp;
Huawei,Huawei RH2288 v2 (Intel Xeon E5-2690 v2),Yes,20,2,10,1,102&nbsp;&nbsp;&nbsp;,106&nbsp;&nbsp;&nbsp;
Huawei,Huawei CH121 (Intel Xeon E5-2690 v2),Yes,20,2,10,1,102&nbsp;&nbsp;&nbsp;,106&nbsp;&nbsp;&nbsp;
Huawei,Huawei CH220 (Intel Xeon E5-2690 v2),Yes,20,2,10,1,102&nbsp;&nbsp;&nbsp;,106&nbsp;&nbsp;&nbsp;
Huawei,Huawei RH2288 V2 (Intel Xeon E5-2640v2),Yes,16,2,8,1,74.0&nbsp;,76.9&nbsp;
Huawei,Huawei BH622 V2 (Intel Xeon E5-2640v2),Yes,16,2,8,1,73.8&nbsp;,76.6&nbsp;
Huawei,Huawei CH220 (Intel Xeon E5-2640v2),Yes,16,2,8,1,74.1&nbsp;,76.9&nbsp;
Huawei,Huawei CH222 (Intel Xeon E5-2640v2),Yes,16,2,8,1,74.0&nbsp;,76.9&nbsp;
Huawei,Huawei RH1288 V2 (Intel Xeon E5-2640v2),Yes,16,2,8,1,73.9&nbsp;,76.6&nbsp;
Huawei,Huawei RH2288E V2 (Intel Xeon E5-2640v2),Yes,16,2,8,1,74.0&nbsp;,76.9&nbsp;
Huawei,Huawei RH1288 V2 (Intel Xeon E5-2658 v2),Yes,20,2,10,1,88.4&nbsp;,92.1&nbsp;
Huawei,Huawei RH2288 V2 (Intel Xeon E5-2658 v2),Yes,20,2,10,1,88.4&nbsp;,92.1&nbsp;
Huawei,Huawei CH240 (Intel Xeon E5-4620),Yes,32,4,8,1,65.5&nbsp;,68.3&nbsp;
Huawei,Huawei CH240 (Intel Xeon E5-4650),Yes,32,4,8,1,80.2&nbsp;,83.8&nbsp;
Huawei,Huawei CH140 (Intel Xeon E5-2630 v2),Yes,12,2,6,1,82.4&nbsp;,85.3&nbsp;
Huawei,Huawei CH140 (Intel Xeon E5-2670 v2),Yes,20,2,10,1,94.5&nbsp;,98.7&nbsp;
Huawei,Huawei CH140 (Intel Xeon E5-2630L v2),Yes,12,2,6,1,76.3&nbsp;,79.1&nbsp;
Huawei,Huawei Tecal RH2285 V2,Yes,16,2,8,1,67.9&nbsp;,72.5&nbsp;
Huawei,Huawei RH2285 v2 (Intel Xeon E5-2470 v2),Yes,20,2,10,1,82.2&nbsp;,85.7&nbsp;
Huawei,Huawei RH2285 v2 (Intel Xeon E5-2407 v2),Yes,8,2,4,1,60.5&nbsp;,61.9&nbsp;
Huawei,Huawei RH2285 v2 (Intel Xeon E5-2440 v2),Yes,16,2,8,1,66.6&nbsp;,69.0&nbsp;
Huawei,Huawei RH2285 v2 (Intel Xeon E5-2430 v2),Yes,12,2,6,1,75.3&nbsp;,77.9&nbsp;
Huawei,Huawei RH2285 v2 (Intel Xeon E5-2420 v2),Yes,12,2,6,1,70.1&nbsp;,72.5&nbsp;
Huawei,Huawei RH1288 v2 (Intel Xeon E5-2658),Yes,16,2,8,1,66.3&nbsp;,68.9&nbsp;
Huawei,Huawei BH622 V2 (Intel Xeon E5-2658),Yes,16,2,8,1,66.4&nbsp;,69.0&nbsp;
Huawei,Huawei RH2288 v2 (Intel Xeon E5-2658),Yes,16,2,8,1,66.1&nbsp;,68.7&nbsp;
Huawei,Huawei RH2288H v2 (Intel Xeon E5-2658),Yes,16,2,8,1,66.4&nbsp;,68.9&nbsp;
Huawei,Huawei CH121 (Intel Xeon E5-2670 v2),Yes,20,2,10,1,95.3&nbsp;,99.5&nbsp;
Huawei,Huawei CH222 (Intel Xeon E5-2670 v2),Yes,20,2,10,1,95.1&nbsp;,99.2&nbsp;
Huawei,Huawei BH622 V2 (Intel Xeon E5-2670 v2),Yes,20,2,10,1,96.0&nbsp;,100&nbsp;&nbsp;&nbsp;
Huawei,Huawei E9000 CH140 (Intel Xeon E5-2640 v2),Yes,16,2,8,1,73.2&nbsp;,76.1&nbsp;
Huawei,Huawei RH2288E V2 (Intel Xeon E5-2620),Yes,12,2,6,1,64.5&nbsp;,66.5&nbsp;
Huawei,Huawei RH2285H v2 (Intel Xeon E5-2407),Yes,8,2,4,1,53.3&nbsp;,54.5&nbsp;
Huawei,Huawei CH221 (Intel Xeon E5-2640 v2),Yes,16,2,8,1,74.0&nbsp;,76.7&nbsp;
Huawei,Huawei RH1288 V2 (Intel Xeon E5-2640),Yes,12,2,6,1,74.2&nbsp;,76.6&nbsp;
Huawei,Huawei CH221 (Intel Xeon E5-2690 v2),Yes,20,2,10,1,102&nbsp;&nbsp;&nbsp;,106&nbsp;&nbsp;&nbsp;
Huawei,Huawei RH2288H V2 (Intel Xeon E5-2640),Yes,12,2,6,1,74.2&nbsp;,76.5&nbsp;
Huawei,Huawei CH140 (Intel Xeon E5-2690 v2),Yes,20,2,10,1,102&nbsp;&nbsp;&nbsp;,106&nbsp;&nbsp;&nbsp;
Huawei,Huawei RH2288E V2 (Intel Xeon E5-2643 v2),Yes,12,2,6,1,101&nbsp;&nbsp;&nbsp;,105&nbsp;&nbsp;&nbsp;
Huawei,Huawei CH121 (Intel Xeon E5-2643 v2),Yes,12,2,6,1,101&nbsp;&nbsp;&nbsp;,105&nbsp;&nbsp;&nbsp;
Huawei,Huawei CH220 (Intel Xeon E5-2643 v2),Yes,12,2,6,1,101&nbsp;&nbsp;&nbsp;,105&nbsp;&nbsp;&nbsp;
Huawei,Huawei CH221 (Intel Xeon E5-2643 v2),Yes,12,2,6,1,101&nbsp;&nbsp;&nbsp;,105&nbsp;&nbsp;&nbsp;
Huawei,Huawei CH222 (Intel Xeon E5-2643 v2),Yes,12,2,6,1,101&nbsp;&nbsp;&nbsp;,105&nbsp;&nbsp;&nbsp;
Huawei,Huawei BH622 (Intel Xeon E5-2643 v2),Yes,12,2,6,1,101&nbsp;&nbsp;&nbsp;,105&nbsp;&nbsp;&nbsp;
Huawei,Huawei CH222 (Intel Xeon E5-2690 v2),Yes,20,2,10,1,102&nbsp;&nbsp;&nbsp;,106&nbsp;&nbsp;&nbsp;
Huawei,Huawei RH1288 v2 (Intel Xeon E5-2690 v2),Yes,20,2,10,1,101&nbsp;&nbsp;&nbsp;,101&nbsp;&nbsp;&nbsp;
Huawei,Huawei RH2288E V2 (Intel Xeon E5-2640),Yes,12,2,6,1,74.5&nbsp;,76.9&nbsp;
Huawei,Huawei RH2288E v2 (Intel Xeon E5-2690 v2),Yes,20,2,10,1,102&nbsp;&nbsp;&nbsp;,106&nbsp;&nbsp;&nbsp;
Huawei,Huawei BH622 v2 (Intel Xeon E5-2690 v2),Yes,20,2,10,1,102&nbsp;&nbsp;&nbsp;,106&nbsp;&nbsp;&nbsp;
Huawei,Huawei CH140 (Intel Xeon E5-2640),Yes,12,2,6,1,68.3&nbsp;,70.0&nbsp;
Huawei,Huawei RH2288H v2 (Intel Xeon E5-2695 v2),Yes,24,2,12,1,92.9&nbsp;,97.1&nbsp;
Huawei,Huawei RH2288H V2 (Intel Xeon E5-2637 v2),Yes,8,2,4,1,94.3&nbsp;,97.4&nbsp;
Huawei,Huawei RH1288 V2 (Intel Xeon E5-2637 v2),Yes,8,2,4,1,94.0&nbsp;,97.1&nbsp;
Huawei,Huawei RH2288 V2 (Intel Xeon E5-2637 v2),Yes,8,2,4,1,94.3&nbsp;,97.3&nbsp;
Huawei,Huawei RH2288E V2 (Intel Xeon E5-2637 v2),Yes,8,2,4,1,93.8&nbsp;,96.9&nbsp;
Huawei,Huawei CH220 (Intel Xeon E5-2637 v2),Yes,8,2,4,1,93.9&nbsp;,96.9&nbsp;
Huawei,Huawei CH221 (Intel Xeon E5-2637 v2),Yes,8,2,4,1,94.0&nbsp;,97.2&nbsp;
Huawei,Huawei CH222 (Intel Xeon E5-2637 v2),Yes,8,2,4,1,93.7&nbsp;,96.7&nbsp;
Huawei,Huawei BH622 V2 (Intel Xeon E5-2637 v2),Yes,8,2,4,1,93.9&nbsp;,97.1&nbsp;
Huawei,Huawei CH121 (Intel Xeon E5-2637 v2),Yes,8,2,4,1,93.9&nbsp;,97.0&nbsp;
Huawei,Huawei RH2288 V2 (Intel Xeon E5-2643 v2),Yes,12,2,6,1,102&nbsp;&nbsp;&nbsp;,105&nbsp;&nbsp;&nbsp;
Huawei,Huawei RH1288 V2 (Intel Xeon E5-2643 v2),Yes,12,2,6,1,102&nbsp;&nbsp;&nbsp;,105&nbsp;&nbsp;&nbsp;
Huawei,Huawei CH220 (Intel Xeon E5-2640),Yes,12,2,6,1,74.2&nbsp;,76.5&nbsp;
Huawei,Huawei CH242 (Intel Xeon E7-4807),Yes,24,4,6,1,43.9&nbsp;,45.2&nbsp;
Huawei,Huawei CH242 (Intel Xeon E7-4860),Yes,40,4,10,1,60.6&nbsp;,63.0&nbsp;
Huawei,Huawei CH242 (Intel Xeon E7-4850),Yes,40,4,10,1,55.0&nbsp;,57.4&nbsp;
Huawei,Huawei CH121 (Intel Xeon E5-2695 v2),Yes,24,2,12,1,92.5&nbsp;,96.8&nbsp;
Huawei,Huawei BH640 V2 (Intel Xeon E5-4620 v2),Yes,32,4,8,1,68.9&nbsp;,70.6&nbsp;
Huawei,Huawei RH2288E V2 (Intel Xeon E5-2660 V2),Yes,20,2,10,1,88.6&nbsp;,92.5&nbsp;
Huawei,Huawei CH121 (Intel Xeon E5-2660 V2),Yes,20,2,10,1,88.5&nbsp;,92.4&nbsp;
Huawei,Huawei CH220 (Intel Xeon E5-2660 V2),Yes,20,2,10,1,87.9&nbsp;,92.0&nbsp;
Huawei,Huawei CH221 (Intel Xeon E5-2660 V2),Yes,20,2,10,1,89.1&nbsp;,93.0&nbsp;
Huawei,Huawei CH222 (Intel Xeon E5-2660 V2),Yes,20,2,10,1,88.3&nbsp;,92.2&nbsp;
Huawei,Huawei BH622 V2 (Intel Xeon E5-2660 V2),Yes,20,2,10,1,88.8&nbsp;,92.9&nbsp;
Huawei,Huawei BH640 V2 (Intel Xeon E5-4603 v2),Yes,16,4,4,1,57.8&nbsp;,59.4&nbsp;
Huawei,Huawei BH640 V2 (Intel Xeon E5-4607 v2),Yes,24,4,6,1,66.9&nbsp;,68.6&nbsp;
Huawei,Huawei BH640 V2 (Intel Xeon E5-4610 v2),Yes,32,4,8,1,60.7&nbsp;,62.3&nbsp;
Huawei,Huawei BH640 V2 (Intel Xeon E5-4650),Yes,32,4,8,1,67.5&nbsp;,69.4&nbsp;
Huawei,Huawei CH240 (Intel Xeon E5-4627 v2),Yes,32,4,8,1,98.2&nbsp;,101&nbsp;&nbsp;&nbsp;
Huawei,Huawei CH240 (Intel Xeon E5-4640 v2),Yes,40,4,10,1,79.4&nbsp;,82.2&nbsp;
Huawei,Huawei CH240 (Intel Xeon E5-4650 v2),Yes,40,4,10,1,85.9&nbsp;,88.8&nbsp;
Huawei,Huawei RH2485 V2 (Intel Xeon E5-4627 v2),Yes,32,4,8,1,98.1&nbsp;,101&nbsp;&nbsp;&nbsp;
Huawei,Huawei CH221 (Intel Xeon E5-2695 v2),Yes,24,2,12,1,92.6&nbsp;,96.8&nbsp;
Huawei,Huawei CH220 (Intel Xeon E5-2695 v2),Yes,24,2,12,1,92.6&nbsp;,96.9&nbsp;
Huawei,Huawei RH2288E V2 (Intel Xeon E5-2650 v2),Yes,16,2,8,1,94.6&nbsp;,98.6&nbsp;
Huawei,Huawei BH622 V2 (Intel Xeon E5-2650 v2),Yes,16,2,8,1,94.2&nbsp;,98.3&nbsp;
Huawei,Huawei CH220 (Intel Xeon E5-2650 v2),Yes,16,2,8,1,94.6&nbsp;,98.6&nbsp;
Huawei,Huawei CH221 (Intel Xeon E5-2650 v2),Yes,16,2,8,1,94.6&nbsp;,98.7&nbsp;
Huawei,Huawei CH222 (Intel Xeon E5-2650 v2),Yes,16,2,8,1,94.3&nbsp;,98.3&nbsp;
Huawei,Huawei RH1288 V2 (Intel Xeon E5-2667 v2),Yes,16,2,8,1,105&nbsp;&nbsp;&nbsp;,110&nbsp;&nbsp;&nbsp;
Huawei,Huawei RH2288 V2 (Intel Xeon E5-2667 v2),Yes,16,2,8,1,106&nbsp;&nbsp;&nbsp;,110&nbsp;&nbsp;&nbsp;
Huawei,Huawei RH2288H V2 (Intel Xeon E5-2667 v2),Yes,16,2,8,1,106&nbsp;&nbsp;&nbsp;,111&nbsp;&nbsp;&nbsp;
Huawei,Huawei RH2288E V2 (Intel Xeon E5-2667 v2),Yes,16,2,8,1,105&nbsp;&nbsp;&nbsp;,110&nbsp;&nbsp;&nbsp;
Huawei,Huawei CH220 (Intel Xeon E5-2667 v2),Yes,16,2,8,1,105&nbsp;&nbsp;&nbsp;,110&nbsp;&nbsp;&nbsp;
Huawei,Huawei CH221 (Intel Xeon E5-2667 v2),Yes,16,2,8,1,105&nbsp;&nbsp;&nbsp;,110&nbsp;&nbsp;&nbsp;
Huawei,Huawei CH222 (Intel Xeon E5-2667 v2),Yes,16,2,8,1,106&nbsp;&nbsp;&nbsp;,110&nbsp;&nbsp;&nbsp;
Huawei,Huawei BH622 V2 (Intel Xeon E5-2667 v2),Yes,16,2,8,1,105&nbsp;&nbsp;&nbsp;,110&nbsp;&nbsp;&nbsp;
Huawei,Huawei CH121 (Intel Xeon E5-2667 v2),Yes,16,2,8,1,105&nbsp;&nbsp;&nbsp;,110&nbsp;&nbsp;&nbsp;
Huawei,Huawei CH222 (Intel Xeon E5-2640),Yes,12,2,6,1,74.7&nbsp;,77.0&nbsp;
Huawei,Huawei CH221 (Intel Xeon E5-2640),Yes,12,2,6,1,74.6&nbsp;,77.0&nbsp;
Huawei,Huawei RH2288H V2 (Intel Xeon E5-2630),Yes,12,2,6,1,70.8&nbsp;,73.0&nbsp;
Huawei,Huawei CH222 (Intel Xeon E5-2695 v2),Yes,24,2,12,1,92.6&nbsp;,96.7&nbsp;
Huawei,Huawei RH2288 v2 (Intel Xeon E5-2695 v2),Yes,24,2,12,1,92.8&nbsp;,96.9&nbsp;
Huawei,Huawei BH640 V2 (Intel Xeon E5-4627 v2),Yes,32,4,8,1,79.6&nbsp;,81.7&nbsp;
Huawei,Huawei BH640 V2 (Intel Xeon E5-4640 v2),Yes,40,4,10,1,62.9&nbsp;,64.6&nbsp;
Huawei,Huawei BH640 V2 (Intel Xeon E5-4650 v2),Yes,40,4,10,1,67.4&nbsp;,69.2&nbsp;
Huawei,Huawei CH121 (Intel Xeon E5-2667 v2),Yes,16,2,8,1,105&nbsp;&nbsp;&nbsp;,110&nbsp;&nbsp;&nbsp;
Huawei,Huawei RH2288 V3 (Intel Xeon E5-2695 v3),Yes,28,2,14,1,80.5&nbsp;,87.0&nbsp;
Huawei,Huawei RH2288 V3 (Intel Xeon E5-2697 v3),Yes,28,2,14,1,85.7&nbsp;,92.8&nbsp;
Huawei,Huawei RH2288 V3 (Intel Xeon E5-2698 v3),Yes,32,2,16,1,82.9&nbsp;,90.2&nbsp;
Huawei,Huawei RH2288 V3 (Intel Xeon E5-2699 v3),Yes,36,2,18,1,83.2&nbsp;,90.5&nbsp;
Huawei,Huawei RH2288 V3 (Intel Xeon E5-2603 v3),Yes,12,2,6,1,44.7&nbsp;,46.4&nbsp;
Huawei,Huawei CH121 V3 (Intel Xeon E5-2609 v3),Yes,12,2,6,1,47.7&nbsp;,49.8&nbsp;
Huawei,Huawei RH2288 V3 (Intel Xeon E5-2620 v3),Yes,12,2,6,1,73.8&nbsp;,79.1&nbsp;
Huawei,Huawei RH2288 V3 (Intel Xeon E5-2623 v3),Yes,8,2,4,1,90.0&nbsp;,93.3&nbsp;
Huawei,Huawer RH2288 V3 (Intel Xeon E5-2630L v3),Yes,16,2,8,1,70.6&nbsp;,77.4&nbsp;
Huawei,Huawei RH2288 V3 (Intel Xeon E5-2637 v3),Yes,8,2,4,1,81.4&nbsp;,84.5&nbsp;
Huawei,Huawei RH2288 V3 (Intel Xeon E5-2643 v3),Yes,12,2,6,1,87.0&nbsp;,92.1&nbsp;
Huawei,Huawei RH2288 V3 (Intel Xeon E5-2650 v3),Yes,20,2,10,1,79.0&nbsp;,84.0&nbsp;
Huawei,Huawei RH2288 V3 (Intel Xeon E5-2660 v3),Yes,20,2,10,1,82.2&nbsp;,87.5&nbsp;
Huawei,Huawei RH2288 V3 (Intel Xeon E5-2667 v3),Yes,16,2,8,1,107&nbsp;&nbsp;&nbsp;,112&nbsp;&nbsp;&nbsp;
Huawei,Huawei RH2288 V3 (Intel Xeon E5-2670 v3),Yes,24,2,12,1,71.6&nbsp;,76.5&nbsp;
Huawei,Huawei RH2288 V3 (Intel Xeon E5-2680 v3),Yes,24,2,12,1,83.7&nbsp;,89.1&nbsp;
Huawei,Huawei RH2288 V3 (Intel Xeon E5-2690 v3),Yes,24,2,12,1,84.5&nbsp;,89.7&nbsp;
